ETC,DEPARTAMENTO,MUNICIPIO,AÑO,CÓDIGO_MUNICIPIO,CÓDIGO_DEPARTAMENTO,CÓDIGO_ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
Santander (ETC),Santander,Charta,2022,68169,68,3808,463,94.82,94.82,53.33,105.05,77.78,35.53,100.0,73.33,116.16,106.25,61.84,25.915322827202317,2.64,6.06,0.87,3.42,6.67,94.27,0.0,95.65,93.84,88.89,3.08,3.48,2.74,4.44,1.32,0.0,0.43,3.42,0.0
Santander (ETC),Santander,Chima,2022,68176,68,3808,551,78.95,78.95,51.11,75.88,68.95,54.55,88.38,80.0,99.12,87.37,67.05,36.012083619837995,2.19,5.56,1.52,2.42,1.69,86.87,0.0,84.26,85.45,94.92,10.94,14.21,12.12,3.39,3.72,0.0,7.61,1.21,0.0
Santander (ETC),Santander,Chipatá,2022,68179,68,3808,846,69.62,69.62,49.09,64.85,58.69,53.85,74.59,74.55,73.33,75.74,75.0,24.130510661796507,3.19,7.32,2.89,3.95,0.86,93.3,0.0,94.63,89.04,99.14,3.51,2.48,7.02,0.0,1.44,0.0,2.48,1.32,0.0
Santander (ETC),Santander,Cimitarra,2022,68190,68,3808,7247,92.11,92.11,64.75,89.66,72.41,52.36,103.3,106.46,106.0,105.35,90.89,32.970233819791474,6.11,6.74,6.92,5.32,4.99,89.15,0.0,88.5,88.53,90.24,4.74,4.58,6.15,4.77,4.33,0.52,4.98,5.58,1.36
Santander (ETC),Santander,Concepción,2022,68207,68,3808,1118,82.83,82.83,81.11,88.39,61.74,32.07,92.84,126.67,103.44,85.49,64.67,27.873595044471585,3.42,2.65,1.46,7.66,2.04,87.68,0.88,93.76,71.53,92.86,8.9,4.78,20.8,5.1,6.31,0.88,5.2,10.95,5.1
Santander (ETC),Santander,Confines,2022,68209,68,3808,612,86.6,86.6,62.71,79.86,87.57,33.33,93.3,77.97,94.6,111.89,61.11,29.480888217318807,3.09,4.35,2.66,3.65,2.0,96.91,0.0,97.34,96.35,98.0,0.0,0.0,0.0,0.0,4.54,4.35,3.8,5.73,4.0
Santander (ETC),Santander,Contratación,2022,68211,68,3808,602,95.18,95.18,86.67,82.16,93.9,64.08,104.32,106.67,91.29,122.54,96.12,39.32616059906309,0.99,0.0,0.45,2.07,0.0,90.08,0.0,92.73,83.88,94.74,8.93,6.82,14.05,5.26,7.44,0.0,4.09,14.46,1.05
Santander (ETC),Santander,Coromoro,2022,68217,68,3808,994,87.42,87.42,83.53,83.06,76.62,49.06,101.41,123.53,107.06,96.62,84.28,31.772313119329283,2.89,5.71,0.74,4.67,3.23,90.46,0.0,92.08,87.67,88.71,6.65,7.18,7.67,8.06,4.18,0.0,5.69,4.0,3.23
Santander (ETC),Santander,Curití,2022,68229,68,3808,2405,83.87,83.78,70.71,80.04,68.37,65.99,91.98,104.55,86.1,91.16,102.27,33.97330409784081,2.74,6.7,2.38,2.53,1.87,93.66,0.0,93.81,92.87,94.93,3.6,3.81,4.61,3.2,5.28,0.0,4.52,9.36,2.39
Santander (ETC),Santander,El Carmen de Chucurí,2022,68235,68,3808,4701,65.31,65.31,49.47,67.25,52.36,30.14,72.33,78.88,77.26,75.55,50.32,25.40615493210771,5.56,4.27,4.36,7.58,5.54,89.88,0.0,92.05,85.22,90.15,4.56,3.6,7.2,4.31,5.78,1.07,6.5,6.62,4.0
Santander (ETC),Santander,El Guacamayo,2022,68245,68,3808,424,69.1,69.1,66.67,59.65,62.75,50.0,73.58,90.0,67.25,77.12,74.29,30.269018409994487,0.64,0.0,0.87,0.0,1.92,95.51,0.0,93.91,95.76,96.15,3.85,5.22,4.24,1.92,3.85,0.0,2.61,6.78,1.92
Santander (ETC),Santander,El Peñón,2022,68250,68,3808,1257,64.28,64.28,58.51,61.79,49.66,36.97,70.41,90.43,75.44,64.46,61.61,26.688324938500273,3.37,2.35,3.9,3.72,1.65,89.65,0.0,89.09,85.5,95.04,6.98,7.01,10.78,3.31,3.36,0.0,5.68,2.23,0.83
Santander (ETC),Santander,El Playón,2022,68255,68,3808,2956,91.54,91.54,74.58,88.85,79.12,37.68,101.22,112.71,103.44,110.29,72.14,33.99079623862326,5.99,5.84,3.21,9.74,4.85,85.17,1.56,90.05,76.53,88.03,8.84,6.74,13.73,7.12,7.39,3.5,5.7,11.68,3.23
Santander (ETC),Santander,Encino,2022,68264,68,3808,573,59.34,59.34,43.75,60.74,53.16,25.81,69.28,56.25,81.82,70.53,40.86,21.461833790476476,1.71,0.0,0.6,3.2,3.13,95.44,0.0,95.21,95.2,93.75,2.85,4.19,1.6,3.13,2.56,0.0,2.4,3.2,3.13
Santander (ETC),Santander,Enciso,2022,68266,68,3808,609,91.95,91.95,89.36,78.46,89.37,58.72,98.85,108.51,87.8,108.7,100.92,32.07925537359051,1.68,3.92,1.39,1.78,0.95,91.96,0.0,97.69,87.56,87.62,6.37,0.93,10.67,11.43,4.02,0.0,3.24,5.78,3.81
Santander (ETC),Santander,Florián,2022,68271,68,3808,1237,67.02,67.02,54.65,64.19,52.58,39.23,74.13,69.77,72.64,78.2,70.81,23.293870578655515,3.2,0.0,1.11,4.99,5.56,89.74,0.0,97.78,80.06,88.19,7.06,1.11,14.96,6.25,6.51,0.0,1.66,12.32,7.64
Floridablanca,Santander,Floridablanca,2022,68276,68,3811,52666,83.86,83.39,65.16,82.4,75.61,46.29,90.32,85.03,91.7,94.89,80.82,40.45450120936812,5.85,6.23,5.36,7.07,3.69,84.51,0.49,88.18,77.62,87.93,9.64,6.45,15.31,8.38,8.36,0.49,5.84,14.02,4.24
Santander (ETC),Santander,Galán,2022,68296,68,3808,530,97.36,97.36,89.13,85.59,94.22,59.76,112.26,132.61,103.49,124.28,100.0,32.75289595020786,1.85,1.64,1.39,2.49,1.61,95.0,0.0,94.91,94.03,95.16,3.15,3.7,3.48,3.23,2.78,0.0,3.7,2.99,1.61
Santander (ETC),Santander,Gambita,2022,68298,68,3808,847,84.65,84.65,66.2,74.59,74.64,43.28,92.92,100.0,94.75,96.43,76.87,36.38808215944846,5.05,4.23,5.25,6.64,0.0,88.16,0.0,89.8,84.38,86.59,6.78,4.96,8.98,13.41,9.18,0.0,10.5,10.94,6.1
Girón,Santander,Girón,2022,68307,68,3812,30443,99.27,99.16,78.14,101.14,85.99,45.03,107.53,108.55,115.5,113.99,74.98,37.886806490225126,5.69,6.91,5.17,6.49,4.32,86.69,0.14,89.58,81.01,89.08,7.62,5.24,12.5,6.6,6.58,0.14,4.58,11.36,3.7
Santander (ETC),Santander,Guaca,2022,68318,68,3808,1186,82.88,82.88,71.74,85.54,64.6,31.16,92.75,94.57,99.8,98.02,63.82,31.053481429541762,2.11,0.0,1.02,4.38,2.0,87.36,0.0,86.33,85.31,88.0,10.53,12.65,10.31,10.0,3.31,0.0,4.69,2.81,1.0
Santander (ETC),Santander,Guadalupe,2022,68320,68,3808,852,97.07,97.07,77.59,91.76,86.97,80.27,106.57,91.38,102.06,108.79,118.37,34.03526596543679,1.63,3.77,0.58,2.9,0.68,93.59,0.0,96.83,88.06,96.62,4.78,2.59,9.03,2.7,4.43,0.0,3.46,6.77,3.38
Santander (ETC),Santander,Guapotá,2022,68322,68,3808,454,76.65,76.65,48.57,72.34,60.76,45.21,83.04,82.86,88.83,83.54,67.12,27.74141445103737,3.79,6.9,4.79,2.36,2.17,88.62,3.45,94.01,79.53,93.48,7.59,1.2,18.11,4.35,6.78,0.0,7.78,9.45,0.0
Santander (ETC),Santander,Guavatá,2022,68324,68,3808,649,57.01,57.01,42.86,64.54,42.92,26.83,71.03,90.48,74.5,70.82,57.72,28.312601808657064,3.23,2.63,5.35,1.61,0.0,93.78,0.0,92.51,92.74,98.11,2.99,2.14,5.65,1.89,3.98,7.89,5.35,2.42,0.0
Santander (ETC),Santander,Güepsa,2022,68327,68,3808,921,77.09,77.09,56.34,76.49,67.3,38.79,87.3,115.49,90.54,89.52,63.64,33.3021176632808,5.1,13.75,4.29,4.94,1.04,89.54,0.0,91.41,86.69,93.75,5.36,4.29,8.37,5.21,7.19,0.0,6.44,11.41,4.17
Santander (ETC),Santander,Hato,2022,68344,68,3808,453,82.56,82.56,82.35,75.0,69.93,50.0,96.91,111.76,85.42,103.27,106.76,26.3326279046928,3.69,5.26,3.66,4.0,1.92,93.4,0.0,92.07,93.6,96.15,2.9,4.27,2.4,1.92,1.58,0.0,2.44,1.6,0.0
Santander (ETC),Santander,Jesús María,2022,68368,68,3808,599,79.63,79.63,50.0,66.81,75.93,58.33,88.81,72.5,77.45,98.61,100.0,32.47627231177307,3.44,0.0,1.1,3.83,7.69,86.45,0.0,96.15,80.38,77.88,10.11,2.75,15.79,14.42,7.63,0.0,1.1,15.31,5.77
Santander (ETC),Santander,Jordán,2022,68370,68,3808,267000,117.6,117.6,54.17,105.36,113.48,88.1,124.72,95.83,112.5,153.93,111.9,41.80672793933536,5.41,17.39,2.38,5.11,8.51,84.68,0.0,94.44,77.37,80.85,9.91,3.17,17.52,10.64,7.51,0.0,6.35,10.95,4.26
Santander (ETC),Santander,La Belleza,2022,68377,68,3808,1267,84.53,84.53,53.26,85.8,70.59,36.07,91.0,72.83,100.39,98.64,61.19,32.84715224426532,3.74,1.49,0.97,6.78,6.35,86.63,0.0,92.64,77.0,87.3,9.63,6.4,16.22,6.35,9.8,1.49,6.2,16.95,5.56
Santander (ETC),Santander,Landázuri,2022,68385,68,3808,2106,98.1,98.1,86.25,95.72,80.63,58.64,107.41,125.0,109.71,108.93,90.65,37.24937527250654,4.03,8.6,2.76,4.5,3.91,88.23,2.69,92.94,86.36,78.5,7.74,4.3,9.14,17.59,5.49,1.08,4.42,6.96,7.82
Santander (ETC),Santander,La Paz,2022,68397,68,3808,884,61.88,61.88,55.0,54.39,58.99,40.26,65.05,68.33,63.17,70.35,57.14,23.139301056562772,3.5,2.44,0.9,5.86,4.65,93.18,0.0,95.96,90.09,91.86,3.32,3.14,4.05,3.49,4.2,0.0,6.28,3.15,3.49
Santander (ETC),Santander,Lebríja,2022,68406,68,3808,8575,90.36,90.22,66.76,86.43,77.46,47.81,100.35,101.27,99.55,107.3,88.05,33.50255096232354,7.65,9.8,7.36,8.37,5.1,87.47,0.0,89.14,83.4,91.21,4.88,3.5,8.23,3.69,6.61,0.0,3.94,12.35,4.46
Santander (ETC),Santander,Los Santos,2022,68418,68,3808,3026,80.3,80.3,58.57,75.73,74.21,52.02,86.09,78.09,83.19,96.92,75.51,29.769787769633467,2.85,3.06,2.36,3.77,1.73,92.88,0.0,93.96,89.66,95.95,4.27,3.68,6.57,2.31,3.91,0.0,4.34,4.63,2.89
Santander (ETC),Santander,Macaravita,2022,68425,68,3808,431,80.05,80.05,55.88,73.86,74.5,52.78,86.77,73.53,80.68,102.01,76.39,28.024763767551804,2.85,8.0,1.41,4.48,0.0,88.03,0.0,95.07,82.09,82.0,9.12,3.52,13.43,18.0,0.85,0.0,0.0,2.24,0.0
Santander (ETC),Santander,Málaga,2022,68432,68,3808,4016,102.12,102.04,84.64,95.63,90.31,52.79,117.7,107.51,106.68,134.47,113.65,38.244231714458465,1.93,2.12,1.18,2.44,2.43,88.92,0.0,92.59,84.13,88.33,9.15,6.23,13.44,9.24,8.77,0.0,3.43,16.41,5.83
Santander (ETC),Santander,Matanza,2022,68444,68,3808,886,128.67,128.67,88.16,133.42,111.6,71.23,137.25,110.53,148.52,142.66,111.64,45.87016975308211,4.35,7.41,3.32,4.82,5.16,87.71,2.47,87.08,86.04,92.9,7.94,9.59,9.14,1.94,7.0,0.0,4.61,12.94,3.87
Santander (ETC),Santander,Mogotes,2022,68464,68,3808,2221,91.94,91.94,61.54,89.4,83.94,56.9,99.19,89.56,100.32,107.15,84.51,33.16284434911654,2.88,6.62,1.8,4.04,1.42,93.16,0.0,94.71,89.76,96.81,3.96,3.49,6.2,1.77,5.75,0.66,7.4,5.39,3.9
Santander (ETC),Santander,Molagavita,2022,68468,68,3808,795,68.93,68.93,74.0,71.43,52.26,44.0,77.74,110.0,78.9,70.38,78.67,27.24436212979049,1.9,1.82,1.65,2.14,2.13,94.65,0.0,94.65,93.58,94.68,3.45,3.7,4.28,3.19,3.62,0.0,2.88,4.81,5.26
Santander (ETC),Santander,Ocamonte,2022,68498,68,3808,1165,61.37,61.37,44.68,62.45,53.77,38.74,66.01,70.21,68.67,64.82,59.69,27.76553581895473,2.11,3.03,1.81,1.98,2.73,92.89,0.0,92.75,91.27,94.55,5.01,5.44,6.75,2.73,4.08,0.0,4.53,4.76,3.64
Santander (ETC),Santander,Oiba,2022,68500,68,3808,2011,96.27,96.27,70.13,85.68,87.75,74.34,105.62,111.69,96.0,107.64,122.12,38.41084765844289,2.58,4.07,2.91,2.93,0.54,93.13,0.0,93.3,89.4,98.65,4.29,3.79,7.67,0.81,6.53,0.0,5.94,9.07,5.93
Santander (ETC),Santander,Onzaga,2022,68502,68,3808,743,86.54,86.54,75.0,84.67,77.13,48.06,95.15,101.79,95.0,100.78,81.4,31.965009802433997,1.03,1.75,0.35,0.81,3.23,92.36,0.0,92.98,89.84,93.55,6.61,6.67,9.35,3.23,4.26,0.0,5.61,4.47,2.15
Santander (ETC),Santander,Palmar,2022,68522,68,3808,270000,85.93,85.93,57.89,82.73,74.47,68.09,91.11,63.16,90.0,93.62,100.0,42.595908840371294,1.63,0.0,3.03,0.0,2.13,83.33,0.0,85.86,76.14,87.23,15.04,11.11,23.86,10.64,7.72,0.0,8.08,10.23,4.26
Santander (ETC),Santander,Palmas del Socorro,2022,68524,68,3808,478,97.49,97.49,85.0,90.55,77.85,55.7,103.77,132.5,107.46,98.73,89.87,31.76856044573333,3.43,1.89,5.09,1.92,2.82,93.55,0.0,93.06,92.95,92.96,3.02,1.85,5.13,4.23,2.22,0.0,1.39,5.13,0.0
Santander (ETC),Santander,Páramo,2022,68533,68,3808,938,89.87,89.87,68.29,76.77,88.64,53.29,98.51,98.78,85.61,123.38,81.58,38.34236454818483,4.36,2.47,4.72,3.87,6.09,88.06,0.0,90.27,86.31,80.0,7.58,5.01,9.82,13.91,6.77,0.0,4.13,11.87,4.35
Piedecuesta,Santander,Piedecuesta,2022,68547,68,4700,33135,97.37,97.2,74.27,95.34,87.78,54.08,105.37,99.74,106.06,113.98,89.52,41.164217976072905,4.18,4.72,3.59,5.06,3.32,90.61,0.05,93.59,86.12,91.05,5.21,2.82,8.82,5.63,6.08,0.25,3.31,10.92,4.65
Santander (ETC),Santander,Pinchote,2022,68549,68,3808,913,74.37,74.37,52.11,66.04,69.97,46.84,79.63,81.69,74.66,90.73,68.35,29.78403614100239,2.52,5.17,1.44,3.65,0.94,86.99,0.0,91.34,78.83,92.45,10.49,7.22,17.52,6.6,3.63,0.0,5.42,3.27,1.89
Santander (ETC),Santander,Puente Nacional,2022,68572,68,3808,2593,117.66,117.66,75.72,90.44,122.26,92.9,128.31,108.09,99.61,152.04,151.61,45.399486412441775,2.6,4.81,1.57,2.92,2.91,88.07,2.67,92.56,83.43,89.76,9.33,5.88,13.66,7.34,7.58,0.0,4.51,11.58,5.96
Santander (ETC),Santander,Puerto Parra,2022,68573,68,3808,1768,90.27,90.27,64.88,87.33,74.82,42.08,98.64,106.55,106.72,96.92,72.59,33.113861063844524,6.46,7.26,5.7,7.85,5.06,86.39,0.0,85.63,82.8,94.38,7.15,8.67,9.35,0.56,5.54,0.0,5.82,7.66,3.37
Santander (ETC),Santander,Puerto Wilches,2022,68575,68,3808,7959,98.74,98.74,59.51,92.08,82.16,46.15,110.23,98.7,112.89,121.98,84.21,35.78745640454099,5.67,5.26,4.29,7.93,4.68,84.7,0.0,90.01,75.75,83.12,9.62,5.71,16.32,12.2,8.55,0.0,6.3,14.82,4.58
Santander (ETC),Santander,Rionegro,2022,68615,68,3808,5138,107.38,107.32,79.08,100.37,90.16,59.69,115.75,124.83,118.13,121.38,93.1,34.37826271958238,5.34,5.67,4.87,5.85,5.38,90.02,0.57,91.18,86.83,92.0,4.63,3.96,7.32,2.62,4.63,0.38,5.38,5.8,1.93
Santander (ETC),Santander,Sabana de Torres,2022,68655,68,3808,7607,103.1,103.05,66.81,97.98,87.01,53.9,112.95,97.8,115.86,120.98,96.45,37.72972144752316,6.01,9.01,7.2,4.5,3.37,86.03,0.0,86.73,83.45,87.14,7.96,6.08,12.06,9.5,5.13,0.17,5.32,6.81,3.0
Santander (ETC),Santander,San Andrés,2022,68669,68,3808,1534,90.42,90.42,67.5,71.02,92.72,63.04,102.09,90.83,80.94,116.67,129.96,34.61507750687929,0.76,0.92,0.19,1.59,0.0,93.88,0.0,95.72,91.52,93.23,5.36,4.09,6.89,6.77,5.02,0.92,5.25,6.01,4.14
Santander (ETC),Santander,San Benito,2022,68673,68,3808,485,74.85,74.85,65.79,72.45,62.13,41.46,80.21,113.16,87.76,74.56,58.54,28.09712525003124,3.34,16.28,1.74,2.38,0.0,96.66,0.0,98.26,97.62,100.0,0.0,0.0,0.0,0.0,6.94,0.0,8.14,7.94,6.25
Santander (ETC),Santander,San Gil,2022,68679,68,3808,10545,108.26,108.08,80.51,100.69,98.67,76.95,135.54,110.56,112.15,125.87,224.34,37.782181164658596,4.1,4.51,3.57,5.15,2.78,89.57,0.0,92.8,84.61,90.4,6.33,3.62,10.24,6.81,6.74,0.33,4.88,11.44,3.08
Santander (ETC),Santander,San Joaquín,2022,68682,68,3808,444,84.01,84.01,66.67,70.88,83.23,48.65,92.79,81.82,79.67,108.39,97.3,36.423916632168584,1.28,3.7,1.38,1.27,0.0,91.03,0.0,88.28,90.51,96.67,7.69,10.34,8.23,3.33,5.64,0.0,6.21,6.96,3.33
Santander (ETC),Santander,San José de Miranda,2022,68684,68,3808,777,72.33,72.33,59.65,69.87,59.49,40.97,81.47,98.25,82.78,84.67,65.97,26.123397648751506,4.61,10.71,4.02,4.69,2.22,90.46,0.0,93.98,86.38,91.11,4.93,2.01,8.92,6.67,3.61,1.79,4.8,4.23,0.0
Santander (ETC),Santander,San Miguel,2022,68686,68,3808,489,80.57,80.57,55.26,74.38,64.42,42.35,89.57,73.68,86.21,104.91,75.29,24.64360816483213,2.21,0.0,2.86,2.7,0.0,89.46,0.0,93.14,80.41,96.49,8.33,4.0,16.89,3.51,3.19,0.0,4.57,2.03,3.51
Santander (ETC),Santander,San Vicente de Chucurí,2022,68689,68,3808,7046,82.56,82.56,65.51,83.32,67.63,45.06,88.93,96.72,95.49,89.25,69.05,34.04235671657534,5.87,6.81,4.34,8.0,4.9,87.04,1.36,89.23,82.64,87.89,7.09,6.42,9.36,7.22,7.06,1.56,7.39,8.82,4.9
Santander (ETC),Santander,Santa Bárbara,2022,68705,68,3808,433,87.53,87.53,74.29,78.89,83.56,45.83,92.84,102.86,93.33,103.42,65.28,41.18632891026664,3.78,2.78,3.57,5.41,0.0,87.91,2.78,88.1,84.46,93.33,8.31,8.33,10.14,6.67,10.83,0.0,11.31,13.51,8.89
Santander (ETC),Santander,Santa Helena del Opón,2022,68720,68,3808,764,89.53,89.53,68.97,82.13,81.01,48.84,97.91,113.79,95.3,108.14,76.74,25.240862514428045,6.42,3.03,1.97,11.02,10.87,88.69,0.0,95.39,80.71,82.61,4.89,2.63,8.27,6.52,4.33,0.0,6.58,2.76,4.35
Santander (ETC),Santander,Simacota,2022,68745,68,3808,2120,81.93,81.93,51.48,77.19,69.67,40.71,91.32,104.14,92.7,96.26,70.8,33.38452750935585,4.17,10.8,3.03,4.9,0.92,87.97,1.14,90.55,82.39,94.93,7.86,6.42,12.71,4.15,7.06,1.14,6.55,9.95,5.07
Santander (ETC),Santander,Socorro,2022,68755,68,3808,5910,105.94,105.84,78.52,95.35,86.51,70.6,180.95,110.16,110.99,141.58,429.49,32.37165551957855,3.64,4.79,4.05,3.41,2.64,86.89,0.6,88.64,83.4,87.38,9.47,7.31,13.19,9.99,8.88,2.69,5.62,15.15,4.72
Santander (ETC),Santander,Suaita,2022,68770,68,3808,1785,96.36,96.36,94.96,82.72,92.27,53.8,105.55,119.42,94.29,122.86,91.75,37.174038487538155,5.37,9.64,5.34,4.61,4.76,88.14,0.0,87.88,86.17,92.86,6.48,6.78,9.22,2.38,6.59,0.0,6.06,9.51,4.37
Santander (ETC),Santander,Sucre,2022,68773,68,3808,1405,75.37,75.37,44.23,73.95,60.69,44.54,82.7,66.35,83.92,84.32,83.61,29.455388779533678,2.81,2.9,1.04,5.22,2.13,89.46,0.0,92.71,83.58,90.96,7.73,6.25,11.19,6.91,6.32,0.0,5.42,8.21,6.91
Santander (ETC),Santander,Suratá,2022,68780,68,3808,712,94.8,94.8,58.46,102.61,74.56,50.89,103.79,78.46,113.03,104.39,91.96,33.02065861711185,3.34,7.84,2.59,4.52,1.0,91.24,0.0,93.95,85.52,94.0,5.42,3.46,9.95,5.0,6.54,1.96,6.63,8.6,4.0
Santander (ETC),Santander,Tona,2022,68820,68,3808,1463,92.21,92.21,60.8,95.79,70.75,51.05,99.73,92.8,114.1,93.36,79.08,38.67533216433253,3.91,10.71,2.79,3.16,5.33,86.6,1.79,88.68,82.89,86.39,9.49,8.53,13.95,8.28,8.35,0.0,6.67,14.47,6.51
Santander (ETC),Santander,Valle de San José,2022,68855,68,3808,1186,85.16,85.16,70.65,75.97,81.89,54.0,90.89,94.57,83.3,103.47,82.5,33.553174615758735,2.49,0.0,3.32,2.15,2.68,92.2,0.0,94.46,88.17,92.62,5.3,2.22,9.68,4.7,6.55,0.0,7.48,7.8,4.7
Santander (ETC),Santander,Vélez,2022,68861,68,3808,3994,79.57,79.57,71.17,79.82,64.59,41.34,90.21,106.2,90.43,94.12,76.38,30.646218742276005,4.72,8.52,4.23,4.79,3.97,90.44,0.45,93.32,86.99,91.63,4.85,2.45,8.23,4.39,7.38,1.79,6.68,10.58,3.77
Santander (ETC),Santander,Vetas,2022,68867,68,3808,431,61.02,61.02,34.38,56.91,57.93,30.14,63.57,56.25,64.09,76.55,39.73,23.88392047258958,4.07,0.0,6.03,3.67,0.0,86.3,0.0,93.97,77.06,81.48,9.63,0.0,19.27,18.52,1.48,0.0,0.86,2.75,0.0
Santander (ETC),Santander,Villanueva,2022,68872,68,3808,1514,79.46,79.46,79.49,79.84,66.67,44.19,86.26,127.35,89.03,83.82,65.89,33.48057417646123,5.33,8.51,3.39,6.72,5.13,85.93,0.0,90.64,82.09,75.64,8.74,5.98,11.19,19.23,4.33,0.0,3.98,5.97,5.13
Santander (ETC),Santander,Zapatoca,2022,68895,68,3808,1819,100.22,100.05,64.0,90.61,92.31,57.73,112.59,92.0,103.65,131.1,107.9,41.033639011475316,3.56,2.83,4.3,3.44,1.63,92.29,0.94,89.91,93.13,96.2,4.15,5.79,3.44,2.17,9.62,0.94,9.64,10.83,10.87
Sincelejo,Sucre,Sincelejo,2022,70001,70,3814,60363,100.25,100.15,74.14,98.52,87.71,55.31,111.58,103.7,113.71,118.0,97.73,42.00797914207533,3.96,3.13,3.2,5.1,3.64,86.3,0.05,88.99,80.57,87.83,9.74,7.81,14.33,8.52,6.61,0.22,6.28,8.97,4.68
Sucre (ETC),Sucre,Buenavista,2022,70110,70,3813,2371,87.3,87.14,51.3,85.71,66.71,42.86,96.25,105.18,105.71,95.12,70.93,34.56770711499098,7.49,11.31,5.62,9.87,4.59,84.83,0.0,84.86,83.95,84.81,7.68,9.52,6.18,10.6,7.44,0.0,11.91,5.53,3.18
Sucre (ETC),Sucre,Caimito,2022,70124,70,3813,3659,73.22,73.22,52.16,70.6,55.75,34.0,83.63,91.73,90.02,84.06,64.76,25.160914220007044,3.64,4.71,1.21,6.8,3.1,87.23,0.0,89.44,80.3,92.68,9.13,9.35,12.9,4.23,3.92,0.0,6.11,2.5,2.54
Sucre (ETC),Sucre,Colosó,2022,70204,70,3813,1859,95.1,95.1,56.29,87.26,87.82,35.87,110.97,99.34,107.02,135.9,76.83,36.24938989876364,4.85,5.33,3.04,7.63,1.52,84.6,0.0,87.47,78.18,89.34,10.54,9.49,14.19,9.14,9.96,0.67,12.52,11.24,1.52
Sucre (ETC),Sucre,Corozal,2022,70215,70,3813,13407,105.42,105.27,75.24,98.82,89.61,61.06,121.77,160.5,116.63,122.98,114.23,44.47835241572807,2.81,3.22,2.36,3.82,1.32,89.93,0.87,90.89,86.44,91.04,7.26,6.76,9.74,7.63,7.03,5.51,6.65,9.72,2.7
Sucre (ETC),Sucre,Coveñas,2022,70221,70,3813,3838,98.59,98.31,82.9,101.84,78.2,45.54,113.42,169.68,115.27,110.71,87.9,34.51816319188447,4.49,10.82,2.62,4.67,4.26,89.91,0.0,92.79,86.68,89.13,5.6,4.59,8.65,6.61,5.47,0.2,4.83,8.42,5.12
Sucre (ETC),Sucre,Chalán,2022,70230,70,3813,988,81.88,81.88,49.3,86.56,60.46,33.15,91.19,114.08,104.91,89.68,55.8,32.25339021615264,2.77,3.7,2.22,2.88,3.96,91.45,0.0,89.9,90.73,96.04,5.77,7.88,6.39,0.0,6.55,1.23,6.9,9.58,0.0
Sucre (ETC),Sucre,El Roble,2022,70233,70,3813,2141,97.71,97.71,53.53,92.09,80.88,51.81,108.64,126.47,114.92,108.94,84.12,35.92807861935171,2.89,3.72,2.26,4.05,1.37,90.33,0.0,90.66,87.74,91.81,6.78,7.08,8.22,6.83,5.79,0.0,8.26,5.69,1.71
Sucre (ETC),Sucre,Galeras,2022,70235,70,3813,5315,87.36,87.36,66.9,82.95,67.28,43.84,101.05,145.92,103.42,99.66,76.69,33.074542838135585,2.18,2.64,1.97,2.47,1.68,89.63,0.17,90.5,85.47,90.1,8.19,7.52,12.06,8.22,3.72,0.33,3.67,5.38,2.85
Sucre (ETC),Sucre,Guaranda,2022,70265,70,3813,4430,89.39,89.21,49.6,94.36,63.0,33.75,98.71,111.47,118.52,90.83,56.02,30.187128293607202,3.16,2.27,2.0,4.87,5.0,89.5,0.0,90.13,85.94,89.12,7.34,7.86,9.19,5.88,4.97,0.51,6.19,4.87,2.94
Sucre (ETC),Sucre,La Unión,2022,70400,70,3813,2874,91.51,91.51,61.4,82.13,71.06,40.7,108.49,124.19,107.63,115.18,90.8,34.64010097944879,2.12,3.08,2.01,2.39,1.06,90.16,0.0,89.01,88.42,93.92,7.72,8.98,9.19,5.03,7.2,0.77,7.97,8.6,5.29
Sucre (ETC),Sucre,Los Palmitos,2022,70418,70,3813,4805,98.0,97.98,69.29,93.66,86.02,48.99,107.76,117.44,108.66,116.06,83.8,39.50903462746987,3.38,7.09,2.48,3.6,3.14,88.5,0.0,89.43,85.28,91.98,8.12,8.1,11.12,4.87,6.78,5.13,9.7,5.7,2.04
